id,toxic,nontoxic,label
0,0.0,0.0,0
13,0.0,0.0,0
30,-3.762665898633737,0.08059361843844552,0
58,-0.9319592089250089,0.11492277264533221,0
77,0.0,0.0,0
84,1.0,0.0,0
111,1.0,0.0,0
119,0.3605090026494187,0.011412395304075878,0
132,1.1626431373626707,0.010975791549994148,0
140,0.0,0.0,0
145,1.0,0.0,0
151,1.1626431373626707,0.010975791549994148,0
155,0.0,0.0,0
169,0.0,0.0,0
173,1.0970886192947376,0.0037312417906833783,0
185,0.0,0.0,0
201,1.1626431373626707,0.010975791549994148,0
209,0.0,0.0,0
214,1.0,0.0,0
217,0.0,0.0,0
227,1.1163171922934847,0.0021401890387682454,0
241,1.0,0.0,0
250,1.0,0.0,0
261,1.0,0.0,0
267,0.24953407885471784,0.007096630219046496,0
276,216.3289177437428,-3.4642965395892937,0
283,1.0,0.0,0
295,0.0,0.0,0
308,0.0,0.0,0
317,-118.15394518669677,1.9276062255607642,0
323,1.0,0.0,0
327,0.0,0.0,0
329,0.0,0.0,0
334,1.0,0.0,0
338,1.1626431373626707,0.010975791549994148,0
343,1.0,0.0,0
351,0.0,0.0,0
371,1.0,0.0,0
378,1.0,0.0,0
385,0.0,0.0,0
395,0.0,0.0,0
401,1.1564829313649914,0.002947620691900428,0
405,1.0,0.0,0
411,1.0,0.0,0
421,-40.64402998142992,0.7907369255812349,0
430,0.0,0.0,0
436,0.0,0.0,0
448,0.0,0.0,0
455,0.0,0.0,0
482,-118.15394518669677,1.9276062255607642,0
492,0.0,0.0,0
500,1.0,0.0,0
505,0.0,0.0,0
525,0.0,0.0,0
532,0.0,0.0,0
535,626.9560062777866,-10.08560935560439,0
538,1.0970886192947376,0.0037312417906833783,0
541,1.0,0.0,0
545,-118.15394518669677,1.9276062255607642,0
551,1.1626431373626707,0.010975791549994148,0
552,1.0,0.0,0
560,1.0970886192947376,0.0037312417906833783,0
571,-118.15394518669677,1.9276062255607642,0
574,1.4313997271658077,-0.006084804467640409,0
581,1.0,0.0,0
588,0.618481621509612,0.00789364817629406,0
590,-0.06755274003342822,0.017251158480701398,0
596,1.0,0.0,0
598,1.0,0.0,0
600,0.0,0.0,0
605,0.0,0.0,0
610,1.5495842414710488,0.00972623998724361,0
616,1.0970886192947376,0.0037312417906833783,0
623,1.0,0.0,0
630,1.0,0.0,0
636,28.97468417294446,-0.43811214719655384,0
639,1.1626431373626707,0.010975791549994148,0
641,1.0,0.0,0
645,-118.15394518669677,1.9276062255607642,0
659,1.1626431373626707,0.010975791549994148,0
666,1.0,0.0,0
704,1.7791367205057629,0.0006387779844328218,0
706,0.0,0.0,0
709,1.5216602637954033,0.0019412608941906096,0
725,0.0,0.0,0
737,-40.64402998142992,0.7907369255812349,0
739,1.0,0.0,0
748,0.0,0.0,0
764,626.9560062777866,-10.08560935560439,0
773,0.618481621509612,0.00789364817629406,0
775,1.0,0.0,0
780,1.0,0.0,0
787,1.0,0.0,0
791,0.0,0.0,0
811,0.31705461982844696,0.010035083907533859,0
840,-0.8033135824795757,0.5918047383569394,1
845,-118.15394518669677,1.9276062255607642,0
847,-118.15394518669677,1.9276062255607642,0
851,1.0,0.0,0
857,0.0,0.0,0
882,0.0,0.0,0
889,0.0,0.0,0
903,0.0,0.0,0
908,0.0,0.0,0
924,0.0,0.0,0
928,1.0,0.0,0
936,0.0,0.0,0
964,-0.8272897572749659,0.028689690989556187,0
971,3.3431373707496905,-0.028633257464092923,0
984,1.0,0.0,0
986,0.23388721243613533,0.8585931135384729,1
989,0.0,0.0,0
1004,-19335.36407793555,311.471207415629,0
1009,3.3431373707496905,-0.028633257464092923,0
1013,0.0,0.0,0
1027,1.1626431373626707,0.010975791549994148,0
1031,0.44107689570020575,0.5278855144172107,1
1034,0.0,0.0,0
1045,1.1150833656911208,0.0057198741461174,0
1048,1.4563306631381419,-0.0046899658159033,0
1054,1.0,0.0,0
1055,1.0970886192947376,0.0037312417906833783,0
1057,0.0,0.0,0
1060,1.0,0.0,0
1076,1.0,0.0,0
1089,1.0,0.0,0
