id,toxic,nontoxic,label
0,1.0,0.0,0
13,1.0,0.0,0
30,-383.0163030551646,-44.46109232870238,0
58,1.0,0.0,0
77,0.0,0.0,0
84,1.0,0.0,0
111,1.0,0.0,0
119,55.41539460767494,6.317612787318749,0
132,-8.709919420720743,-1.1203433492554615,0
140,0.0,0.0,0
145,-8.709919420720743,-1.1203433492554615,0
151,-8.709919420720743,-1.1203433492554615,0
155,0.0,0.0,0
169,0.0,0.0,0
173,1.0,0.0,0
185,0.0,0.0,0
201,-8.709919420720743,-1.1203433492554615,0
209,0.0,0.0,0
214,0.0,0.0,0
217,0.0,0.0,0
227,1.0,0.0,0
241,1.0,0.0,0
250,1.0,0.0,0
261,-1983.0332036440275,-229.753367954625,0
267,1.0,0.0,0
276,17231.52787806901,1995.4064876006873,0
283,-21489.66934026626,-2488.546493053385,0
295,0.0,0.0,0
308,1.0,0.0,0
317,-7901.773677111757,-915.1746513509773,0
323,1.0,0.0,0
327,0.0,0.0,0
329,0.0,0.0,0
334,7.359921346144122,0.7411819387640766,0
338,-8.709919420720743,-1.1203433492554615,0
343,-8.709919420720743,-1.1203433492554615,0
351,1.0,0.0,0
371,3403.131724822241,393.9945937187995,0
378,-8.709919420720743,-1.1203433492554615,0
385,0.0,0.0,0
395,1.0,0.0,0
401,9.767450405324904,1.019928903873383,0
405,1.0,0.0,0
411,0.0,0.0,0
421,1.0,0.0,0
430,0.0,0.0,0
436,0.0,0.0,0
448,0.0,0.0,0
455,0.0,0.0,0
482,-7901.773677111757,-915.1746513509773,0
492,0.0,0.0,0
500,1.0,0.0,0
505,1.0,0.0,0
525,0.0,0.0,0
532,1.0,0.0,0
535,0.0,1.0,1
538,1.0,0.0,0
541,1.0,0.0,0
545,-7901.773677111757,-915.1746513509773,0
551,-8.709919420720743,-1.1203433492554615,0
552,1.0,0.0,0
560,7.359921346144122,0.7411819387640766,0
571,-7901.773677111757,-915.1746513509773,0
574,35.57406253156417,4.005386773463719,0
581,1.0,0.0,0
588,1.0,0.0,0
590,205.08452576350496,23.67229271411257,0
596,1.0,0.0,0
598,1.0,0.0,0
600,0.0,0.0,0
605,0.0,0.0,0
610,63.97992924314801,7.287498179862135,0
616,1.0,0.0,0
623,0.0,0.0,0
630,0.0,0.0,0
636,1.0,0.0,0
639,1.0,0.0,0
641,0.0,0.0,0
645,1.0,0.0,0
659,1.0,0.0,0
666,1.0,0.0,0
704,148.63887159521093,17.102837742310577,0
706,0.0,0.0,0
709,1.6624588929120587,0.0876043469656132,0
725,0.0,0.0,0
737,-1983.0332036440275,-229.753367954625,0
739,1.0,0.0,0
748,0.0,0.0,0
764,49418.39607408672,5722.815094531083,0
773,-34.78313022383737,-4.1412341120466145,0
775,1.0,0.0,0
780,0.0,0.0,0
787,-8.709919420720743,-1.1203433492554615,0
791,0.0,0.0,0
811,1.0,0.0,0
840,1.0,0.0,0
845,-7901.773677111757,-915.1746513509773,0
847,-7901.773677111757,-915.1746513509773,0
851,7.359921346144122,0.7411819387640766,0
857,0.0,0.0,0
882,0.0,0.0,0
889,0.0,0.0,0
903,1.0,0.0,0
908,0.0,0.0,0
924,0.0,0.0,0
928,-33.53568034656589,-3.9644960748211093,0
936,0.0,0.0,0
964,-113.6459618566168,-13.274276454234647,0
971,72.85908434873566,8.324993959210817,0
984,-34.78313022383737,-4.1412341120466145,0
986,5.983456582583989,0.6010150023250062,0
989,1.0,0.0,0
1004,-1390275.2197691167,-161001.7455846879,0
1009,72.85908434873566,8.324993959210817,0
1013,0.0,0.0,0
1027,1.0,0.0,0
1031,5.4967211493637995,0.5307044963924399,0
1034,0.0,0.0,0
1045,2.948742410615565,0.23019236160552586,0
1048,-239.67460703922268,-27.866498175240046,0
1054,-7901.773677111757,-915.1746513509773,0
1055,7.359921346144122,0.7411819387640766,0
1057,0.0,0.0,0
1060,0.0,0.0,0
1076,0.0,0.0,0
1089,1.0,0.0,0
1093,-7901.773677111757,-915.1746513509773,0
1096,2755.729834596112,319.01285790164303,0
1098,49418.39607408672,5722.815094531083,0
1103,63.97992924314801,7.287498179862135,0
1109,-1983.0332036440275,-229.753367954625,0
1114,0.0,0.0,0
