id,toxic,nontoxic,label
0,0.0,0.0,0
13,0.0,0.0,0
30,15.150439709339064,-650.4495065833113,0
58,4.54494408025205,-180.95207404156082,1
77,1.0,0.0,0
84,1.0,0.0,0
111,348.9515325474431,-15659.633548548589,0
119,1.0,0.0,0
132,0.11130441062091058,30.18385496845888,0
140,0.0,0.0,1
145,0.11130441062091058,30.18385496845888,0
151,0.11130441062091058,30.18385496845888,0
155,0.0,0.0,1
169,0.0,0.0,0
173,0.7489526043917251,7.0132325873079,0
185,1.0,0.0,0
201,0.11130441062091058,30.18385496845888,0
209,0.0,0.0,0
214,0.0,0.0,0
217,0.0,0.0,0
227,0.0,1.0,1
241,0.0,0.0,0
250,-1975.96916058389,88589.16471237663,0
261,80.56048320921313,-3631.2273553182567,0
267,1.0,0.0,0
276,-691.4941694844122,31018.24270976718,0
283,916.1168861545119,-41179.673638800254,0
295,0.0,0.0,0
308,0.0,0.0,0
317,348.9515325474431,-15659.633548548589,0
323,1.0,0.0,0
327,1.0,0.0,0
329,0.0,0.0,0
334,0.7489526043917251,7.0132325873079,0
338,0.11130441062091058,30.18385496845888,0
343,0.11130441062091058,30.18385496845888,1
351,0.0,0.0,0
371,1.0,0.0,0
378,0.11130441062091058,30.18385496845888,0
385,0.0,0.0,0
395,1.0,0.0,0
401,1.0,0.0,0
405,0.7627332778033412,-2.814479053047375,0
411,0.0,0.0,0
421,80.56048320921313,-3631.2273553182567,0
430,0.0,0.0,0
436,1.0,0.0,0
448,0.0,0.0,0
455,0.0,0.0,0
482,348.9515325474431,-15659.633548548589,0
492,0.0,0.0,0
500,6.316994100403946,-267.6375323286385,0
505,1.0,0.0,0
525,0.0,0.0,0
532,0.0,0.0,0
535,-1975.96916058389,88589.16471237663,1
538,0.7489526043917251,7.0132325873079,0
541,0.0,0.0,1
545,348.9515325474431,-15659.633548548589,0
551,0.11130441062091058,30.18385496845888,0
552,1.0,0.0,0
560,1.0,0.0,0
571,348.9515325474431,-15659.633548548589,1
574,2.1909356257601456,-68.52787821999785,1
581,33.505889924829226,-1476.6849154170243,0
588,1.4130643266181004,-43.28710431342973,1
590,-6.787588544049765,342.0939165919827,0
596,-4.077909584085533,206.4110604334821,1
598,1.0,0.0,0
600,0.0,0.0,0
605,1.0,0.0,0
610,1.165783624479731,-29.448885971254512,0
616,0.0,1.0,1
623,0.0,0.0,0
630,0.0,0.0,0
636,-38.01534930547352,1741.7321869051448,1
639,0.11130441062091058,30.18385496845888,0
641,1.0,0.0,0
645,348.9515325474431,-15659.633548548589,1
659,1.0,0.0,0
666,0.0,0.0,0
704,-3.537401545832448,183.7578810168334,1
706,0.0,0.0,0
709,0.0,1.0,1
725,0.0,0.0,0
737,80.56048320921313,-3631.2273553182567,0
739,0.0,1.0,1
748,1.0,0.0,0
764,0.0,1.0,1
773,1.4130643266181004,-43.28710431342973,0
775,348.9515325474431,-15659.633548548589,0
780,0.0,0.0,1
787,1.0,0.0,0
791,1.0,0.0,0
811,1.9095164489839662,-45.17113490732599,0
840,2.2683417886919153,-70.06312642223472,0
845,1.0,0.0,0
847,0.0,1.0,1
851,0.7489526043917251,7.0132325873079,0
857,0.0,0.0,0
882,0.0,0.0,0
889,0.0,0.0,0
903,0.0,0.0,0
908,0.0,0.0,0
924,0.0,0.0,0
928,0.0,1.0,1
936,0.0,0.0,0
964,1.0,0.0,0
971,1.0,0.0,0
984,1.4130643266181004,-43.28710431342973,0
986,1.0,0.0,0
989,0.0,0.0,1
1004,1.0,0.0,0
1009,-4.077909584085533,206.4110604334821,1
1013,0.0,0.0,0
1027,0.11130441062091058,30.18385496845888,0
1031,-0.5893269498118139,57.950797891449255,0
1034,0.0,0.0,1
1045,0.5739178718485471,13.373579454065329,1
1048,11.732970710618208,-480.3285959155875,0
1054,348.9515325474431,-15659.633548548589,0
1055,0.7489526043917251,7.0132325873079,0
1057,0.0,0.0,1
1060,0.0,0.0,1
1076,0.0,0.0,1
1089,0.0,0.0,0
1093,348.9515325474431,-15659.633548548589,0
1096,-117.56336351738815,5303.259748502652,0
