id,toxic,nontoxic,label
0,0.0,0.0,0
13,1.0,0.0,0
30,-10.61183567492636,13.400023411992185,1
58,0.13536060528258204,0.8578857748178093,1
77,0.0,0.0,0
84,1.0,0.0,0
111,-216.6503433531051,253.58972738126647,0
119,-0.3738285756686453,1.4951263557103092,1
132,1.0,0.0,0
140,0.0,0.0,1
145,0.6750509920591835,0.26324898395301016,1
151,0.6750509920591835,0.26324898395301016,0
155,1.0,0.0,0
169,1.0,0.0,0
173,0.4726874683250649,0.5200517514202531,0
185,1.0,0.0,0
201,0.6750509920591835,0.26324898395301016,1
209,0.0,0.0,0
214,0.0,0.0,0
217,0.0,0.0,0
227,-1.3393803963107977,1.486188301633521,1
241,1.0,0.0,0
250,792.2443536814839,-922.7243205623511,0
261,-54.82314488595338,64.7336983280459,1
267,-0.6777767095459317,1.8955046014666148,0
276,269.70143132124787,-313.4349388070107,1
283,0.0,1.0,1
295,0.0,0.0,0
308,0.0,0.0,0
317,-216.6503433531051,253.58972738126647,1
323,0.4726874683250649,0.5200517514202531,1
327,1.0,0.0,0
329,1.0,0.0,0
334,0.4726874683250649,0.5200517514202531,1
338,0.6750509920591835,0.26324898395301016,0
343,0.6750509920591835,0.26324898395301016,1
351,0.0,0.0,0
371,110.07946669967673,-127.78528755064474,0
378,0.6750509920591835,0.26324898395301016,0
385,0.0,0.0,0
395,0.0,0.0,0
401,0.5943567789045847,0.3782836375943886,1
405,0.8535227137121847,0.021418839373207828,1
411,1.0,0.0,0
421,-54.82314488595338,64.7336983280459,1
430,1.0,0.0,0
436,0.0,0.0,0
448,0.0,0.0,0
455,1.0,0.0,0
482,-216.6503433531051,253.58972738126647,0
492,0.0,0.0,0
500,0.0,1.0,1
505,1.0,0.0,0
525,1.0,0.0,0
532,0.0,0.0,0
535,792.2443536814839,-922.7243205623511,1
538,1.0,0.0,0
541,0.0,0.0,0
545,-216.6503433531051,253.58972738126647,1
551,0.6750509920591835,0.26324898395301016,1
552,0.0,0.0,0
560,0.4726874683250649,0.5200517514202531,0
571,-216.6503433531051,253.58972738126647,1
574,-0.44146886751963965,1.5154760460735004,1
581,-25.239032588266767,30.468088523967428,0
588,-0.3036510185889803,1.409445641627695,1
590,1.0,0.0,0
596,1.0,0.0,0
598,0.4726874683250649,0.5200517514202531,0
600,0.0,0.0,0
605,1.0,0.0,0
610,1.0,0.0,0
616,0.4726874683250649,0.5200517514202531,0
623,0.0,0.0,0
630,0.0,0.0,0
636,36.37958374017875,-41.36682079893348,1
639,0.0,1.0,1
641,0.0,0.0,0
645,0.0,1.0,1
659,0.6750509920591835,0.26324898395301016,1
666,1.0,0.0,0
704,6.675442102496477,-6.698164266148385,0
706,0.0,0.0,0
709,0.0,1.0,1
725,0.0,0.0,0
737,-54.82314488595338,64.7336983280459,1
739,1.0,0.0,0
748,0.0,0.0,0
764,792.2443536814839,-922.7243205623511,1
773,-0.3036510185889803,1.409445641627695,1
775,0.0,1.0,1
780,1.0,0.0,0
787,0.6750509920591835,0.26324898395301016,0
791,1.0,0.0,0
811,-0.014863733734474915,1.1739040009177772,1
