id,toxic,nontoxic,label
0,0.0,0.0,0
13,0.0,0.0,0
30,1.0,0.0,0
58,-637.6952588364353,-31.459403515729505,0
77,0.0,0.0,0
84,1.0,0.0,0
111,-50211.18036090906,-2473.3074048050476,0
119,1.0,0.0,0
132,-82.7951196465618,-4.124594910191214,0
140,0.0,0.0,0
145,-82.7951196465618,-4.124594910191214,0
151,-82.7951196465618,-4.124594910191214,0
155,0.0,0.0,0
169,0.0,0.0,0
173,38.2827869430644,1.8393875069330856,0
185,0.0,0.0,0
201,-82.7951196465618,-4.124594910191214,0
209,0.0,0.0,0
214,0.0,0.0,0
217,1.0,0.0,0
227,20.569518239858777,0.939974888388867,0
241,0.0,0.0,0
250,1.0,0.0,0
261,-12201.016980364904,-600.8389030508367,0
267,-898.2163892482315,-44.294091291622074,0
276,110359.5134071894,5436.034626098763,0
283,-129432.83139271167,-6375.521968247164,0
295,1.0,0.0,0
308,1.0,0.0,0
317,-50211.18036090906,-2473.3074048050476,0
323,1.0,0.0,0
327,1.0,0.0,0
329,0.0,0.0,0
334,1.0,0.0,0
338,-82.7951196465618,-4.124594910191214,0
343,-82.7951196465618,-4.124594910191214,0
351,0.0,0.0,0
371,22591.312589098077,1113.1761925768706,0
378,-82.7951196465618,-4.124594910191214,0
385,0.0,0.0,0
395,1.0,0.0,0
401,57.418037519615254,2.7819069369937166,0
405,1.0,0.0,0
411,0.0,0.0,0
421,-12201.016980364904,-600.8389030508367,0
430,0.0,0.0,0
436,0.0,0.0,0
448,1.0,0.0,0
455,0.0,0.0,0
482,-50211.18036090906,-2473.3074048050476,0
492,0.0,0.0,0
500,-478.1716098031101,-23.601496007705595,0
505,0.0,0.0,0
525,1.0,0.0,0
532,0.0,0.0,0
535,315262.3859606099,15529.120732093663,0
538,1.0,0.0,0
541,1.0,0.0,0
545,-50211.18036090906,-2473.3074048050476,0
551,-82.7951196465618,-4.124594910191214,0
552,0.0,0.0,0
560,38.2827869430644,1.8393875069330856,0
571,-50211.18036090906,-2473.3074048050476,0
574,-249.87138620442533,-12.342325397055,0
581,1.0,0.0,0
588,-153.808202956947,-7.624151044378757,0
590,1099.3229839553437,54.101164463884835,0
596,731.6441119455309,36.00050814475557,0
598,1.0,0.0,0
600,0.0,0.0,0
605,1.0,0.0,0
610,-50.58956423887476,-2.588355433164809,0
616,38.2827869430644,1.8393875069330856,0
623,0.0,0.0,0
630,0.0,0.0,0
636,1.0,0.0,0
639,1.0,0.0,0
641,0.0,0.0,0
645,-50211.18036090906,-2473.3074048050476,0
659,-82.7951196465618,-4.124594910191214,0
666,0.0,0.0,0
704,1.0,0.0,0
706,1.0,0.0,0
709,55.38309481547854,2.6930072176564304,0
725,0.0,0.0,0
737,-12201.016980364904,-600.8389030508367,0
739,1.0,0.0,0
748,0.0,0.0,0
764,1.0,0.0,0
773,-153.808202956947,-7.624151044378757,0
775,-50211.18036090906,-2473.3074048050476,0
780,0.0,0.0,0
787,-82.7951196465618,-4.124594910191214,0
791,1.0,0.0,0
811,1.0,0.0,0
840,-170.90418122531074,-8.466505440854686,0
845,-50211.18036090906,-2473.3074048050476,0
847,-50211.18036090906,-2473.3074048050476,0
851,38.2827869430644,1.8393875069330856,0
857,0.0,0.0,0
882,1.0,0.0,0
889,0.0,0.0,0
903,0.0,0.0,0
908,0.0,0.0,0
924,1.0,0.0,0
928,-213.36772167892792,-10.55844094126969,0
936,0.0,0.0,0
964,-457.3674665356785,-22.577502275979626,0
971,731.6441119455309,36.00050814475557,0
984,-153.808202956947,-7.624151044378757,0
986,29.55832787608639,1.4161781144447825,0
989,0.0,0.0,0
1004,-8801965.621035475,-433565.49302692444,0
1009,731.6441119455309,36.00050814475557,0
1013,0.0,0.0,0
1027,-82.7951196465618,-4.124594910191214,0
1031,280.60744685673046,13.774618578903793,0
1034,0.0,0.0,0
1045,1.0,0.0,0
1048,-1083.807864894326,-53.441328308686074,0
1054,-50211.18036090906,-2473.3074048050476,0
1055,38.2827869430644,1.8393875069330856,0
1057,0.0,0.0,0
1060,1.0,0.0,0
